,CAMIS,DBA,PHONE,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,target
16444,50018314,NEW GOLDEN EMPIRE CHINESE RESTAURANT,2122816518,MANHATTAN,757,SAINT NICHOLAS AVE,10031,Chinese,0
16445,50018316,CAMDEN FOOD EXPRESS,7187514780,QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,American,0
16446,50018318,MCDONALD'S,7182171585,QUEENS,8814,SPRINGFIELD BLVD,11427,Hamburgers,0
16447,50018319,MCDONALD'S,2124638869,MANHATTAN,541,6TH AVE,10011,Hamburgers,0
16448,50018322,PAPA JOHN'S,7184637272,QUEENS,14714,45TH AVE,11355,Pizza,0
16449,50018324,SHELLEY'S KITCHEN,2126828808,MANHATTAN,90,PARK AVE,10016,American,0
16450,50018327,MOOT BAR,7186383982,BROOKLYN,579,MYRTLE AVE,11205,American,0
16451,50018338,DUNKIN' DONUTS,7182350407,BROOKLYN,439,CRESCENT ST,11208,Donuts,0
16452,50018339,GYRO SHACK GRILL,7185548356,QUEENS,17908,UNION TPKE,11366,Mediterranean,1
16453,50018344,LAS ORQUIDEAS RESTAURANT,6463538555,BRONX,667,E 187TH ST,10458,Spanish,1
16454,50018348,EMPIRE III,2122808880,MANHATTAN,1902,A C POWELL BLVD,10026,Chinese,0
16455,50018350,SONS OF THUNDER,6468633312,MANHATTAN,204,E 38TH ST,10016,American,0
16456,50018354,FAMOUS FRESH SUPER TACO & GRILL INC,7183398899,BROOKLYN,253,AVENUE X,11223,Chinese,1
16457,50018356,BRICKTOWN BAGELS & CAFE,7183612428,QUEENS,5106,VERNON BLVD,11101,Bagels/Pretzels,1
16458,50018367,VAN LEEUWEN,3479874774,BROOKLYN,620,MANHATTAN AVE,11222,"Ice Cream, Gelato, Yogurt, Ices",0
16459,50018380,GROUND-CENTRAL,6464845697,MANHATTAN,800,2ND AVE,10017,Caf̩/Coffee/Tea,0
16460,50018381,THE HOP SHOP,7707136552,BROOKLYN,121,COLUMBIA ST,11231,American,0
16461,50018382,LITTLE BROOKLYN TASTE,9179668666,BROOKLYN,459,BUSHWICK AVE,11206,Delicatessen,0
16462,50018385,THE UP & UP,9177106040,MANHATTAN,116,MACDOUGAL ST,10012,American,0
16463,50018386,Double Dragon,7183675308,BRONX,2647,JEROME AVE,10468,Chinese,0
16464,50018387,FIKA,6469227994,MANHATTAN,155,7TH AVE,10011,Caf̩/Coffee/Tea,0
16465,50018388,BAMBINO PIZZA 11,7183864337,QUEENS,8001,MYRTLE AVE,11385,Pizza,0
16466,50018393,DOS TOROS,3472547462,MANHATTAN,295,PARK AVE S,10010,Tex-Mex,0
16467,50018394,HADI RESTAURANT,3472401175,BROOKLYN,683,CONEY ISLAND AVE,11218,Middle Eastern,1
16468,50018399,SWEET  GENERATION,6469645777,MANHATTAN,130,1ST AVE,10009,Bakery,0
16469,50018405,SUBWAY,7188451300,QUEENS,10502,ROCKAWAY BLVD,11417,Sandwiches,0
16470,50018409,JUNE,6465263167,BROOKLYN,231,COURT ST,11201,American,0
16471,50018415,BREAD & BUTTER,2128830444,MANHATTAN,14,E 44TH ST,10017,American,1
16472,50018425,AUX MERVEILLEUX DE FRED,9174751992,MANHATTAN,37,8TH AVE,10014,Bakery,0
16473,50018426,GOTAN,2124315200,MANHATTAN,130,FRANKLIN ST,10013,Mediterranean,0
16474,50018428,HAN WONG RESTAURANT,7187141188,BROOKLYN,8510,20TH AVE,11214,Chinese,1
16475,50018434,SEA WOLF,7183883265,BROOKLYN,19,WYCKOFF AVE,11237,American,1
16476,50018436,1061 CATERING,7189754880,BROOKLYN,1061,OCEAN PKWY,11230,Jewish/Kosher,1
16477,50018440,POPPY'S,6464592716,BROOKLYN,189,COLUMBIA ST,11231,American,0
16478,50018441,VIVA MIS EMPANADAS,7183227460,QUEENS,13311,CROSSBAY BLVD,11417,Mexican,0
16479,50018443,VILLAS LOUNGE 2,6465770726,MANHATTAN,130,AUDUBON AVE,10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
16480,50018445,CREDIT SUISSE (Executive dining),2123256950,MANHATTAN,11,MADISON AVE,10010,American,0
16481,50018448,NEW PEKING,7186936163,BROOKLYN,1137,WASHINGTON AVE,11225,Chinese,1
16482,50018449,SPRING FISH VILLAGE,7189393633,QUEENS,13621,41ST AVE,11355,Chinese,1
16483,50018450,UNCLE WANG CHINESE FOOD,3479874763,BROOKLYN,5723,8TH AVE,11220,Chinese,0
16484,50018451,HAPPY DELI,7184639129,QUEENS,3301,COLLEGE POINT BLVD,11354,American,0
16485,50018453,Radio City Pizza,2128433747,MANHATTAN,142,W 49TH ST,10019,Pizza/Italian,1
16486,50018456,NATIVE BEAN,2122288110,MANHATTAN,36B,AVENUE A,10009,American,0
16487,50018459,JING WAY FOOD,7184928833,BROOKLYN,706,60TH ST,11220,Chinese,0
16488,50018468,SAVOUR SICHUAN,2122217237,MANHATTAN,108,W 39TH ST,10018,Chinese,1
16489,50018473,PRESTIGE,7182752209,QUEENS,9133,63RD DR,11374,Jewish/Kosher,0
16490,50018479,DUNKIN' DONUTS,3474459441,BROOKLYN,590,GATEWAY DR,11239,Donuts,0
16491,50018480,''W'' CAFE,2125639444,MANHATTAN,390,5TH AVE,10018,American,1
16492,50018481,THE HANDPULLED NOODLE,9172620213,MANHATTAN,3600,BROADWAY,10031,Asian,0
16493,50018482,M&S NICE BAKERY & RESTAURANT,7185763625,QUEENS,819,SENECA AVE,11385,Bakery,0
16494,50018489,LULU SEAFOOD RESTAURANT,7188882268,QUEENS,2007,127TH ST,11356,Chinese,1
16495,50018497,TARALLUCCI E VINO,2128498483,MANHATTAN,9,EAST 90TH STREET,10128,Italian,1
16496,50018501,SABOR LATINO RESTAURANT CUCHIFRITO,3475770619,BRONX,1017,WESTCHESTER AVE,10459,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16497,50018504,MERRY LAND BUFFET,7182923455,BRONX,505,E 163RD ST,10451,Chinese,1
16498,50018506,PESCADA,3477025711,BROOKLYN,507-509,AVENUE P,11223,Jewish/Kosher,1
16499,50018511,SAUVAGE,7184866816,BROOKLYN,905,LORIMER ST,11222,French,0
16500,50018514,INDIAN SPICE,7187687777,BROOKLYN,351,7TH AVE,11215,Indian,1
16501,50018528,XCELLENT SOUL FOOD,3476636111,BROOKLYN,372,RALPH AVE,11233,Soul Food,1
16502,50018530,WA SUSHI & THAI,7184848797,BROOKLYN,2249,CHURCH AVE,11226,Chinese/Japanese,1
16503,50018532,ARTICHOKE BASILLE'S PIZZA,7182158109,QUEENS,2256,31ST ST,11105,Pizza,0
16504,50018536,HO MAY NY,7183899788,BROOKLYN,69,KINGSLAND AVE,11211,Chinese,0
16505,50018539,Z BAR,3476124715,QUEENS,2612,HOYT AVE S,11102,American,0
16506,50018544,TAQUERIA MILEAR,7184848005,BROOKLYN,752A,NOSTRAND AVE,11216,Mexican,1
16507,50018547,MANDEVILLES BISTRO,3474350092,BROOKLYN,944,FLATBUSH AVE,11226,Caribbean,1
16508,50018550,BANGAGAN,9178251153,QUEENS,4103,162ND ST,11358,Asian,1
16509,50018552,ORCHID DYNASTY RESTAURANT,7188372017,BROOKLYN,7706,NEW UTRECHT AVE,11214,Chinese,1
16510,50018553,TEXAS FRIED CHICKEN,3472812013,MANHATTAN,2144,8TH AVE,10026,Chicken,0
16511,50018554,CIN CHINESE RESTAURANT,7188881623,QUEENS,4181,BOWNE ST,11355,Chinese,0
16512,50018555,CARVEL ICE CREAM,7189455877,QUEENS,189,BEACH 116TH ST,11694,"Ice Cream, Gelato, Yogurt, Ices",0
16513,50018556,NO. 1 CHINESE RESTAURANT,7183234300,QUEENS,11663,SUTPHIN BLVD,11434,Chinese,1
16514,50018558,CAVIAR HOUSE & PRUNIER SEAFOOD BAR,7187514800,QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,Seafood,0
16515,50018562,BURGER TIME,7182396210,BRONX,1080,MORRIS PARK AVE,10461,Hamburgers,0
16516,50018565,TACO BELL,7183281467,BRONX,961,E 174TH ST,10460,Tex-Mex,0
16517,50018572,NIKKO HIBACHI STEAKHOUSE & LOUNGE,7188208818,QUEENS,177-15/21,UNION TPKE,11366,Asian,1
16518,50018573,TURCO,2125108666,MANHATTAN,604,9TH AVE,10036,Middle Eastern,1
16519,50018574,RESIDENCE INN WORLD TRADE CENTER,2126008900,MANHATTAN,170,BROADWAY,10038,American,0
16520,50018577,12 CHAIRS CAFE,3472277077,BROOKLYN,342,WYTHE AVE,11249,Middle Eastern,1
16521,50018578,CLOVE INDIAN RESTAURANT BAR,6469186644,MANHATTAN,1592,AMSTERDAM AVE,10031,Indian,1
16522,50018580,WESTVILLE,2127761404,MANHATTAN,333,HUDSON ST,10013,American,0
16523,50018582,CHEN MINI CAFE,7182495832,BROOKLYN,4824,8TH AVE,11220,Chinese,1
16524,50018586,PARKSIDE COFFEE SHOP,7182841914,BROOKLYN,188,PARKSIDE AVE,11226,American,1
16525,50018588,NEW JIN GUANG HOUSE,7189190095,BROOKLYN,1086,DEKALB AVE,11221,Chinese,0
16526,50018589,ZHEN GOOD TASTE,7187792996,QUEENS,5961,69TH ST,11378,Chinese,0
16527,50018594,THE SPOTTED OWL,2123889844,MANHATTAN,211,AVENUE A,10009,American,0
16528,50018600,NEW SHENGJIN MEISHI,7183956564,QUEENS,4140,MAIN ST,11355,Chinese,1
16529,50018601,BELLA PIZZA & RESTAURANT,7185224100,BROOKLYN,208,LIVINGSTON ST,11201,Pizza,0
16530,50018602,LITTLE VINCENT'S PIZZA,2122490120,MANHATTAN,1399,2ND AVE,10021,Pizza/Italian,1
16531,50018603,SPICY PIZZA,7187066655,QUEENS,4322,43RD AVE,11104,Pizza/Italian,0
16532,50018604,MR. NOSH,7182531400,BROOKLYN,3323,AVENUE N,11234,Chinese,0
16533,50018610,MOON ROOF LOUNGE,7186670088,STATEN ISLAND,1679,HYLAN BLVD,10305,American,0
16534,50018611,BLUESTONE LANE,2124771626,MANHATTAN,770,BROADWAY,10003,Caf̩/Coffee/Tea,0
16535,50018620,MUNDO / PAPER FACTORY HOTEL,7183927200,QUEENS,3706,36TH ST,11101,American,1
16536,50018621,VILLAGE DEN RESTAURANT,2126910303,MANHATTAN,225,W 12TH ST,10011,American,0
16537,50018622,NEW STAR SEAFOOD RESTAURANT,7184926888,BROOKLYN,6022,8TH AVE,11220,Chinese,1
16538,50018626,JR'S DINER,7184164300,QUEENS,5816,59TH ST,11378,American,0
16539,50018636,OUR WICKED LADY,3233970670,BROOKLYN,153,MORGAN AVE,11237,American,0
16540,50018638,NEIGHBORHOOD PIZZA,7186417520,QUEENS,4,COLEMAN SQ,11414,Pizza/Italian,0
16541,50018652,KIABACCA PIZZA AND BEER,2126494675,MANHATTAN,639,10TH AVE,10036,American,0
16542,50018653,JJM CAFE,7182560138,BROOKLYN,6310,20TH AVE,11204,Chinese,0
16543,50018654,CHIKURIN,7183381818,BROOKLYN,1777,OCEAN AVE,11230,Japanese,0
16544,50018660,JUICE AMMIEL,7575133070,BROOKLYN,563,THROOP AVE,11216,"Juice, Smoothies, Fruit Salads",0
16545,50018662,AUGUST GATHERINGS,2122741535,MANHATTAN,266,CANAL ST,10013,Chinese,1
16546,50018664,VITAL BLENDS,3478982328,BROOKLYN,253,SCHENECTADY AVE,11213,"Juice, Smoothies, Fruit Salads",0
16547,50018668,SVL BAR,7188046957,QUEENS,3018B,ASTORIA BLVD,11102,Greek,1
16548,50018679,NEW LUCKY GARDEN,7182733228,STATEN ISLAND,143,LAFAYETTE AVE,10301,Chinese,1
16549,50018680,KATONAH PIZZA,7189948337,BRONX,4307,KATONAH AVE,10470,Pizza,0
16550,50018683,PILAR CUBAN EATERY,7186232822,BROOKLYN,397,GREENE AVE,11216,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16551,50018686,SUBWAY,7183693663,BROOKLYN,423,5TH AVE,11215,Sandwiches/Salads/Mixed Buffet,0
16552,50018695,XI'AN FAMOUS FOODS,7184272077,MANHATTAN,14,E 34TH ST,10016,Chinese,0
16553,50018697,LEXINGTON PIZZA PARLOR,2127227850,MANHATTAN,1590,LEXINGTON AVE,10029,Pizza,1
16554,50018699,PAPA JOHN'S,7188527272,BROOKLYN,138,4TH AVE,11217,Pizza,0
16555,50018703,VEYTAS BAKERY CAFE & RESTAURANT,7184248680,QUEENS,9201,ROOSEVELT AVE,11372,Bakery,1
16556,50018704,MOMO SUSHI,2126777001,MANHATTAN,239,PARK AVE S,10003,Japanese,1
16557,50018705,LA BAGUETTE SHOP,7183630944,BROOKLYN,1028,NOSTRAND AVE,11225,Caf̩/Coffee/Tea,1
16558,50018708,JUICE GENERATION,6468824299,MANHATTAN,28,E 18TH ST,10003,"Juice, Smoothies, Fruit Salads",0
16559,50018721,NEW NATURAL RESTAURANT,7187730555,BROOKLYN,1448,SAINT JOHNS PL,11213,Chinese,0
16560,50018726,HUI WEI CHINESE FOOD,9178685780,BROOKLYN,706,56TH ST,11220,Chinese,1
16561,50018728,KHAO SARN,7189631238,BROOKLYN,338,BEDFORD AVE,11249,Thai,0
16562,50018732,LA CONTENTA,2124324180,MANHATTAN,102,NORFOLK ST,10002,Mexican,0
16563,50018734,ASIAN TOKYO JAPANESE CUISINE,7185435751,BRONX,4685,MANHATTAN COLLEGE PKWY,10471,Japanese,1
16564,50018738,KISS MY SLICE,2123919524,MANHATTAN,274,W 40TH ST,10018,Pizza,1
16565,50018745,THE GEM HOTEL,2126751911,MANHATTAN,300,W 22ND ST,10011,Caf̩/Coffee/Tea,0
16566,50018747,NEW SARKURA JAPAN,7182976800,QUEENS,9040,160TH ST,11432,Japanese,0
16567,50018753,BOEUF & BUN,7182218900,BROOKLYN,271,KINGSTON AVE,11213,Jewish/Kosher,1
16568,50018759,PUNTA CANA RESTAURANT,7182301703,BROOKLYN,50,5TH AVE,11217,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16569,50018772,LINDA ASIAN KITCHEN,7185741686,BROOKLYN,882,DEKALB AVE,11221,Chinese,0
16570,50018775,ROSIE'S,2123350114,MANHATTAN,29,E 2ND ST,10003,Mexican,1
16571,50018777,CHARLIE'S PLACE & SUSHI,2124100277,MANHATTAN,1960,MADISON AVE,10035,Japanese,1
16572,50018778,OIJI,6467679050,MANHATTAN,119,1ST AVE,10003,Korean,1
16573,50018782,CHIKURIN,7183517111,STATEN ISLAND,365,NEW DORP LN,10306,Japanese,1
16574,50018783,PATE/ROLL SMASH,3472350045,QUEENS,4543B,BELL BLVD,11361,Asian,0
16575,50018784,SAWASDE THAI COOKING,7184360589,BROOKLYN,359,MCDONALD AVE,11218,Thai,0
16576,50018785,MIDO,2127210566,MANHATTAN,612,AMSTERDAM AVE,10024,Asian,1
16577,50018787,DONG'S GREAT WOK GARDEN II,2128765912,MANHATTAN,1631,LEXINGTON AVE,10029,Chinese,0
16578,50018788,WHITMANS,9173380927,MANHATTAN,700,8TH AVE,10036,Hamburgers,0
16579,50018790,La Grata,2126580226,MANHATTAN,1260,AMSTERDAM AVE,10027,Italian,1
16580,50018793,NEW GOLDEN DRAGON CHINESE RESTAURANT,2122830200,MANHATTAN,398A,W 145TH ST,10031,Chinese,0
16581,50018798,PICCOLO  MERCATO,5164919864,QUEENS,NKA,LA GUARDIA INTL AIRPORT,11371,American,0
16582,50018800,FRIEDMAN'S,2122681100,MANHATTAN,450,10TH AVE,10018,American,0
16583,50018812,LUKE'S LOBSTER,6465594644,MANHATTAN,700,8TH AVE,10036,Seafood,0
16584,50018819,BRICOLAGE,7182301835,BROOKLYN,162,5TH AVE,11217,Vietnamese/Cambodian/Malaysia,0
16585,50018822,SONG E NAPULE,2125331242,MANHATTAN,146,W HOUSTON ST,10012,Pizza/Italian,0
16586,50018834,NEW SING SHENG KITCHEN,7186519110,QUEENS,8905,37TH AVE,11372,Chinese,0
16587,50018845,PASTICCERIA ROCCO,7187452590,BROOKLYN,9402,4TH AVE,11209,Caf̩/Coffee/Tea,0
16588,50018848,OAXACA TAQUERIA,7183888804,BROOKLYN,130,GRAND ST,11249,Mexican,0
16589,50018857,GYRO WORLD,7183664976,QUEENS,6657,FRESH POND RD,11385,Greek,0
16590,50018858,NOREETUH,6468923050,MANHATTAN,128,1ST AVE,10009,American,0
16591,50018870,LIQUITERIA,2125613386,MANHATTAN,63,W 8TH ST,10011,"Juice, Smoothies, Fruit Salads",0
16592,50018882,PABLITO'S TAQUERIA RESTAURANT,7183442012,BROOKLYN,723,5TH AVE,11215,Mexican,0
16593,50018884,"DUNKIN' DONUTS, BASKIN ROBBINS",7185750892,QUEENS,7302,AUSTIN ST,11375,Donuts,0
16594,50018885,MANHATTANVILLE COFFEE,7189540954,BROOKLYN,167,ROGERS AVE,11216,Caf̩/Coffee/Tea,0
16595,50018890,SUBWAY,2127771154,MANHATTAN,108,1ST AVE,10009,Sandwiches,0
16596,50018892,NEW HO WAH CHINESE,7189561849,QUEENS,4201,BROADWAY,11103,Chinese,1
16597,50018895,JUNIPER,2129672511,MANHATTAN,237,W 35TH ST,10001,American,0
16598,50018903,NORTHERN TIGER,2127860316,MANHATTAN,225,LIBERTY ST,10281,Chinese,1
16599,50018904,STREETS RESTAURANT,7183842899,BROOKLYN,53,BROADWAY,11249,Tapas,0
16600,50018919,HAPPY WORLD,2127817778,MANHATTAN,1309,SAINT NICHOLAS AVE,10033,Chinese,0
16601,50018921,ROCKAWAY ROASTERS,7184742500,QUEENS,9206,ROCKAWAY BEACH BLVD,11693,American,0
16602,50018922,YO SUSHI,2126776921,MANHATTAN,208,3RD AVE,10003,Japanese,1
16603,50018936,ZOU'S RESTAURANT BUFFET,7188778599,BROOKLYN,233,UTICA AVE,11213,Chinese,0
16604,50018943,MAHALO NEW YORK BAKERY,9179091628,QUEENS,6640,MYRTLE AVE,11385,Bakery,0
16605,50018945,LOI ESTIATORIO,2127130015,MANHATTAN,132,W 58TH ST,10019,Greek,1
16606,50018948,COLD STONE CREAMERY,7188768868,STATEN ISLAND,7,CORSON AVE,10301,"Ice Cream, Gelato, Yogurt, Ices",0
16607,50018950,LUIGIS PIZZERIA,7187832430,BROOKLYN,326,DEKALB AVE,11205,Pizza,1
16608,50018952,NORTHSIDE BAKERY,7183497775,BROOKLYN,190,NASSAU AVE,11222,Polish,1
16609,50018956,ROB & TONY'S PIZZERIA,7185050355,QUEENS,6635,GRAND AVE,11378,Pizza/Italian,1
16610,50018968,THINK COFFEE,9176922571,MANHATTAN,208,W 13TH ST,10011,Caf̩/Coffee/Tea,0
16611,50018974,RESIDENCE INN MANHATTAN MIDTOWN EAST,2129801003,MANHATTAN,148,E 48TH ST,10017,American,0
16612,50018979,CHARISMA BAY,7189132888,BROOKLYN,2172,86TH ST,11214,Chinese,1
16613,50018980,MOKJA,7187210654,QUEENS,3519,BROADWAY,11106,Korean,0
16614,50018989,FAIRFIELD INN & SUITES PENN STATION,2125630900,MANHATTAN,325,W 33RD ST,10001,American,0
16615,50018993,CROWN FRIED CHICKEN,3474057162,BROOKLYN,399,MOTHER GASTON BLVD,11212,Chicken,0
16616,50018999,BUTTER MILK BAKE SHOP,3479873941,BROOKLYN,260,5TH AVE,11215,Bakery,0
16617,50019000,IDEA COFFEE,6468961533,MANHATTAN,246,5TH AVE,10001,Korean,0
16618,50019001,ROAST KITCHEN,2127764395,MANHATTAN,58,E 56TH ST,10022,American,0
16619,50019007,ANDY'S CUISINE RESTAURANT,7186841511,BRONX,1444,WILLIAMSBRIDGE RD,10461,Caribbean,0
16620,50019011,DUNKIN' DONUTS,7188890619,QUEENS,6314,QUEENS BLVD,11377,Donuts,0
16621,50019016,THE BUSH DOCTOR JUICE BAR,7185947607,BROOKLYN,307,TOMPKINS AVE,11216,"Juice, Smoothies, Fruit Salads",0
16622,50019020,AZUKI,9173381199,MANHATTAN,700,8TH AVE,10001,Asian,0
16623,50019021,ADALYA,6468961441,MANHATTAN,55,IRVING PL,10003,Mediterranean,0
16624,50019025,GREY DOLPHIN SPORTS BAR & LOUNGE,7189492321,QUEENS,22320,LINDEN BLVD,11411,Caribbean,1
16625,50019029,AMMOS ESTIATORIO,2129229999,MANHATTAN,52,VANDERBILT AVE,10017,Greek,0
16626,50019033,DIY KARAOKE,7185396666,QUEENS,13335,ROOSEVELT AVE,11354,Asian,1
16627,50019036,AJ'S PIZZA,7185209018,QUEENS,7137,AUSTIN ST,11375,Pizza,1
16628,50019038,AER LINGUS LOUNGE,5166224233,QUEENS,611C/621C,TERMINAL 5- JFK AIRPORT,11430,American,0
16629,50019041,COUNTRY SPICE,3479322607,BROOKLYN,884,RUTLAND RD,11203,Caribbean,0
16630,50019043,NYU COLLEGE OF NURSING CAFE,2129925770,MANHATTAN,433,1ST AVE,10010,Caf̩/Coffee/Tea,0
16631,50019047,CLAUDIO PIZZERIA RESTORANTE,2125863145,MANHATTAN,598,10TH AVE,10036,Pizza/Italian,1
16632,50019052,YANKEE PIZZA RESTAURANT,6467603334,MANHATTAN,181,AVENUE C,10009,Pizza,1
16633,50019055,C & B,2126742985,MANHATTAN,178,E 7TH ST,10009,Caf̩/Coffee/Tea,0
16634,50019058,ASIAN BAY CHINESE FOOD,7183681988,BROOKLYN,1741,SHEEPSHEAD BAY RD,11235,Asian,0
16635,50019060,EAST PALACE,2129497708,MANHATTAN,819,2ND AVE,10017,Chinese,0
16636,50019063,VILLAGE NATURAL,2127270968,MANHATTAN,46,GREENWICH AVE,10011,Vegetarian,1
16637,50019068,BAAL CAFE AND FALAFEL,9176099779,MANHATTAN,71,SULLIVAN ST,10012,Mediterranean,1
16638,50019079,TASTY CARIBBEAN,7182828652,BROOKLYN,856,UTICA AVE,11203,Caribbean,0
16639,50019082,L' ANTAGONISTE,9179665300,BROOKLYN,641,HANCOCK ST,11233,French,0
16640,50019084,GINA MEXICANA,2123482800,MANHATTAN,1288,MADISON AVE,10128,Mexican,0
16641,50019085,GINA MEXICANA,2125273700,MANHATTAN,145,E 61ST ST,10065,Tex-Mex,0
16642,50019088,TOMS,2122198392,MANHATTAN,264,ELIZABETH ST,10012,Caf̩/Coffee/Tea,0
16643,50019090,SALSA CATERING RESTAURANT,7187162020,BRONX,1779,WEBSTER AVE,10457,Spanish,1
16644,50019091,EL BUFFALITO  GRILL,7184699056,BROOKLYN,6012,NEW UTRECHT AVE,11219,Mexican,1
16645,50019092,CHAWLAS,7188801766,QUEENS,13119,ROCKAWAY BLVD,11420,Indian,0
16646,50019095,EARLY,7183836963,BROOKLYN,967,MANHATTAN AVE,11222,Caf̩/Coffee/Tea,0
16647,50019096,LUK & BART HOMEMADE FOOD,7187206907,STATEN ISLAND,2960,RICHMOND TER,10303,Polish,1
16648,50019097,LA PRINCESA DEL RODEO,3473675728,BRONX,1177B,WHEELER AVE,10472,Mexican,0
16649,50019102,THAI SLIDERS & CO. LLC,2124064773,MANHATTAN,108,JOHN ST,10038,Thai,0
16650,50019103,LIAN SHENG RESTAURANT,7186872288,BROOKLYN,5722,8TH AVE,11220,Chinese,0
16651,50019110,EL MANANTIAL,3476391900,QUEENS,9018,CORONA AVE,11373,Spanish,0
16652,50019113,DEB'S CATERING,2129641300,MANHATTAN,3,MADISON ST,10038,American,0
16653,50019119,Fountain of Spa,7184451231,QUEENS,3202,LINDEN PL,11354,"Juice, Smoothies, Fruit Salads",0
16654,50019120,NEW TOPAZ,2129578020,MANHATTAN,127,W 56TH ST,10019,Thai,1
16655,50019121,TOPAZ NOODLE BAR,2122472277,MANHATTAN,129,W 56TH ST,10019,Asian,1
16656,50019123,BIG ARC CHICKEN,2124770091,MANHATTAN,233,1ST AVE,10003,Middle Eastern,0
16657,50019124,RAMEN-YA,2122548828,MANHATTAN,133,W 3RD ST,10012,Japanese,1
16658,50019128,IKI MODERN JAPANESE CUISINE,7189393388,QUEENS,13342,39TH AVE,11354,Japanese,0
16659,50019131,BAY THAI RESTAURANT,7187489354,BROOKLYN,6735,3RD AVE,11220,Thai,1
16660,50019132,INDIKITCH,6469187778,MANHATTAN,940,8TH AVE,10019,Indian,0
16661,50019134,DUNKIN' DONUTS,9178863304,BROOKLYN,3921,5TH AVE,11232,Donuts,0
16662,50019142,OOH LALA RESTAURANT AND BAKERY,7189493900,QUEENS,18930,LINDEN BLVD,11412,Caribbean,0
16663,50019144,PALACE FRIED CHICKEN & PIZZA,7184069661,QUEENS,4812,BROADWAY,11103,Chicken,0
16664,50019149,NORIBAR,3478538888,BROOKLYN,5401,13TH AVE,11219,Japanese,0
16665,50019154,BLUE AGAVE,7187585822,BROOKLYN,7201,16TH AVE,11204,Mexican,1
16666,50019158,PENETROS BAKERY & RESTAURANT,7186722819,QUEENS,9001,31ST AVE,11369,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
16667,50019166,MAITE,7183663090,BROOKLYN,159,CENTRAL AVE,11221,Spanish,0
16668,50019174,WING WORLD,7183709464,STATEN ISLAND,876,MANOR RD,10314,American,0
16669,50019176,ROAST KITCHEN,2125299100,MANHATTAN,870,BROADWAY,10003,American,0
16670,50019178,PARIS BAGUETTE,7187970404,BROOKLYN,97,COURT ST,11201,Bakery,0
16671,50019179,PARIS BAGUETTE CAFE,2126780404,MANHATTAN,2568,BROADWAY,10025,Bakery,0
16672,50019181,MADMAN ESPRESSO,6467081111,MANHATTAN,336,W 37TH ST,10018,Caf̩/Coffee/Tea,1
16673,50019189,TRU-JERK,7184132997,QUEENS,21917,MERRICK BLVD,11413,Caribbean,0
16674,50019198,NOODLE HOUSE,7188198205,QUEENS,5609,MARATHON PKWY,11362,Chinese,0
16675,50019199,TOKYO BAY,7188368688,BROOKLYN,611,86TH ST,11209,Japanese,1
16676,50019200,HAWA SMOOTHIE,9176409569,MANHATTAN,422,E 14 ST,10009,"Juice, Smoothies, Fruit Salads",0
16677,50019201,CHARLEY'S GRILLED SUBS,2012335992,QUEENS,9015,QUEENS BLVD,11373,Sandwiches/Salads/Mixed Buffet,0
16678,50019203,SOPHIES CUBAN CUISINE,2126086769,MANHATTAN,76,FULTON ST,10038,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
16679,50019204,ESCAPE INTERNATIONAL CUISINE,7186841860,BRONX,1841,HOBART AVE,10461,American,0
16680,50019205,KWIE'S KITCHEN,9179668879,BROOKLYN,721,SARATOGA AVE,11212,Caribbean,1
16681,50019209,ROCCO'S TACOS & TEQUILA BAR,7182468226,BROOKLYN,339,ADAMS ST,11201,Mexican,0
16682,50019221,ICHIGO SUSHI RESTAURANT,7188338818,BROOKLYN,7308,3RD AVE,11209,Japanese,0
16683,50019227,THAI HOLIC,7182229992,BROOKLYN,372,MYRTLE AVE,11205,Thai,0
16684,50019228,PANDA RESTAURANT,7185180612,BRONX,791,LYDIG AVE,10462,Chinese,0
16685,50019231,NACHO MACHO TACO,7186222727,BROOKLYN,417,PROSPECT PL,11238,Mexican,1
16686,50019232,KIMBOB NARA,7188880787,QUEENS,15302A,NORTHERN BLVD,11354,Korean,0
16687,50019233,MARTHA STEWART CAFE,2128278789,MANHATTAN,601,W 26TH ST,10001,Caf̩/Coffee/Tea,0
16688,50019234,CHINA WOK RESTAURANT,7187718888,BROOKLYN,869,NOSTRAND AVE,11225,Chinese,0
16689,50019235,JIN CHENG RESTAURANT,7189611668,QUEENS,14238,ROOSEVELT AVE,11354,Chinese,1
16690,50019239,NOMADO 33,2128892833,MANHATTAN,165,E 33RD ST,10016,Japanese,1
16691,50019242,RICHNESS  RESTAURANT,7189752561,BROOKLYN,1063,RUTLAND RD,11212,Caribbean,0
16692,50019243,BUFFALO WILD WINGS,7185499453,BRONX,193,W 237TH ST,10463,American,0
